property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,description,price_per_sqft,price
3 Bhk Apartment For Sale In Vesu Surat,Super Area,2565 sqft,New Property,Poss. By Aug '24,6 Out Of 12,Unfurnished,East,Luxurious Flat For Sell In Surat Citys Prime Location With All Aminities.Read More,5575.0,₹1.43 Cr 
"4 Bhk Apartment For Sale In Pratishtha Heights, Palanpur Surat",Super Area,2875 sqft,New Property,Poss. By Jan '26,3 Out Of 14,Unfurnished,East,"This 4 Bhk Flat Offers Affordability With A Prime Location Right Opposite A Luxurious Restaurant, Boasting Scenic Views. Its Conveniently Situated On The Gaurav Path Road And Is Purely Residential, Ensuring A Peaceful Atmosphere. The 16Foot Height Parking Provides Ample Space, And You Can Even Use Hydraulic Parking To Maximize Parking Capacity. Enjoy Comfortable Living With Added Convenience In This Wellappointed Residence.Read More",3826.0,₹1.10 Cr 
"3 Bhk Apartment For Sale In Glorina World, Vesu Surat",Carpet Area,1400 sqft,New Property,Poss. By Jun '24,6 Out Of 12,Unfurnished,East,3 Bhk Luxurious Flat For Sell In Vesu With All Aminities.Contact For More Details .Read More,5492.0,₹1.43 Cr 
3 Bhk Apartment For Sale In Dumas Road Surat,Super Area,2700 sqft,New Property,Poss. By Dec '24,6 Out Of 12,Unfurnished,South -West,3 Bhk Luxurious Flat For Sell In Dumas Roadarea With All Aminities.Read More,4500.0,₹1.21 Cr 
3 Bhk Apartment For Sale In Pal Road Surat,Super Area,2500 sqft,Resale,Poss. By May '25,5 Out Of 12,Unfurnished,East,3 Bhk Flat For Sell In Pal Prime Location With All Aminities .,5000.0,₹1.25 Cr 
4 Bhk Apartment For Sale In Pal Surat,Carpet Area,1450 sqft,New Property,Poss. By Feb '25,4 Out Of 14,Unfurnished,East,"With A Rich Legacy Of Trust Spanning Four Decades, At Lodha, We Are Driven By Our Passion To Exceed Global Standards And Deliver Iconic Addresses. We Go To Extraordinary Lengths, From Carefully Restoring Heritage Buildings To Sourcing The Best Minds In Architecture And Design. Our Iconic Developments Offer Unmatched Amenities, Stateoftheart Infrastructure And Unparalleled Services That Perfectly Orchestrate A Celebration Of Lifes Finest Moments.Read More",4500.0,₹1.17 Cr 
"3 Bhk Apartment For Sale In Sangini Epitome, Bhatha Surat",Super Area,2200 sqft,New Property,Poss. By Dec '24,7 Out Of 13,Unfurnished,East,Luxurious Flat For Sell In Surat City Prime Area With All Aminitiesread More,4800.0,₹1.05 Cr 
"3 Bhk Apartment For Sale In Shaligram Felicity, Pal Surat",Super Area,2205 sqft,New Property,Poss. By Dec '24,5 Out Of 13,Unfurnished,East,"This 3 Bhk Apartment Is Available For Sale In Shaligram Felicity, One Of The Most Prominent Projects For Flats In Pal, Surat. The Flat Is Facing The East Direction. The Flat Is Over 2205 Sq.Ft. Super Built Up Area And Comes With 3 Bedrooms, 3 Bathrooms And 1 Balcony. The Residential Building Has 13 Floors In Total And The Flat For Sale Is Located On The 5Th Floor. The Flat Is Currently Under Construction Stage And You Can Expect To Get The Possession Of The Property By December 2024. Many Of The Modern Amenities Being Offered, Like Club House  Community Center, Cctv Surveillance, Fitness Centre  Gym, Park, Lifts And Visitor Parking, Will Provide A Pleasant Living Experience For You.Read More",4851.0,₹1.06 Cr 
3 Bhk Apartment For Sale In Pramukh Satva Surat,Carpet Area,1375 sqft,Resale,Poss. By Mar '26,9 Out Of 12,Unfurnished,East,"20 Percent Construction 80Percent Open Space, 10.6 Floor Height",5151.0,₹1.28 Cr 
3 Bhk Apartment For Sale In Vesu Surat,Super Area,2152 sqft,New Property,Ready To Move,5 Out Of 13,Unfurnished,South -West,Vesu Main Road Under Development 3Bhk  Project Near Surat Diamond Bourse 2 Km And  Surat Airport Distance 4Km Far.3 Bhk Two Size Variant 1962 Sq Ft And 2152 Sq Ft .3 Bhk Campus.All Luxrious Amenities With Swimming Pool.Read More,5100.0,₹1.09 Cr 
3 Bhk Apartment For Sale In Vesu Surat,Carpet Area,1210 sqft,Unfurnished,Poss. By Oct '26,New Property,East,Main Road,3 Bhk Flats The Glow Of Luxury,4851.0,₹1.06 Cr 
"3 Bhk Apartment For Sale In Shreepad Celebrations, Palanpur Surat",Super Area,1812 sqft,Resale,Ready To Move,9 Out Of 14,Furnished,North - East,"East Facing 3 Bhk Furnished Flat On Main Road Touch With Ro Water System And  Parking For Residents And Visitors In Premium Locality.The All Basic Furniture Like 1 Set Tv, Freeze, 2 Ac, Oven, Washing Machine, Sofa, Dining Table, Tv Furniture, In All 3 Bedroom Having Double Bed Wardrobe, Study Table, Indeed, The Society Too Has For Enjoyment, Such As Club Housecommunity Center, Fitness Centregym, And Security Personnel Etc, Other Facilities Include Intercom Facility, Lift  And Park Etc.Read More",5574.0,₹1.01 Cr 
"3 Bhk Apartment For Sale In Shreepad Celebrations, Palanpur Surat",Super Area,1810 sqft,Resale,Ready To Move,6 Out Of 13,Furnished,East,"Luxurious Flat For Sell In Surat Citys Prime Locality With All Aminities .All Thing Nearest Like Market , Transportation , School Etc.Read More",6077.0,₹1.10 Cr 
3 Bhk Apartment For Sale In Vesu Surat,Super Area,2300 sqft,New Property,Poss. By May '27,5 Out Of 13,Unfurnished,South -West,"Rajhans Maxton Is An Ultimate Reflection Of The Urban Chic Lifestyle Located In Vesu, Surat. The Project Hosts In Its Lap Exclusively Designed Residential Apartments, Each Being An Epitome Of Elegance And Simplicity.Rajhans Maxton Comprises Of 3 Bhk Apartments That Are Finely Crafted And Committed To Provide Houses With Unmatched Quality. The Apartments Are Spacious, Well Ventilated And Vastu Compliant.Read More",5500.0,₹1.26 Cr 
3 Bhk Apartment For Sale In Vesu Surat,Super Area,2358 sqft,New Property,Poss. By Mar '25,4 Out Of 13,Unfurnished,South -West,"The Project With All The Modern Facilities In The Campus, Well Connect, 10 Mins To International Airport And 5 Mins To Surat Daimond Bourseread More",5454.0,₹1.28 Cr 
3 Bhk Apartment For Sale In Vesu Surat,Super Area,2025 sqft,New Property,Poss. By Oct '25,9 Out Of 13,Unfurnished,South -West,Enter The Gateway To Your Dreams 1 Minute To Surat Diamond Bourse.Only Two Flat Per Floor Three Side Opening Flat Easy Connectivity To Highway And Airportread More,5185.0,₹1.05 Cr 
3 Bhk Apartment For Sale In Althan Surat,Super Area,2550 sqft,New Property,Poss. By Sep '25,1 Out Of 10,Unfurnished,East,"Unison Antriksh Is A Premium Upcoming 3Bhk And 4Bhk Residential Project In Althan. It Has Specious 3 Bedrooms With Vesti And Deck Balcony With Park View. This East Facing Apartment Is Definition Of Luxury. It Also Has Amenities Like Landscape Lawn, Jogging Track, Fully Equipped Gym With Sauna And Steam And Indoor Games. It Also Has Terrace Amenities Like Deck Gazebo, Artificial Lawn And Yoga Deck.Read More",5020.0,₹1.28 Cr 
"3 Bhk Apartment For Sale In Pramukh Revanta, Vesu Surat",Carpet Area,1320 sqft,New Property,Poss. By Sep '24,4 Out Of 13,Unfurnished,East,Very Good Project In Vesu Area With Time To Time Possession And No Compromise In Building Development And Use Good Material For Constructing And Developing The Buildingread More,5377.0,₹1.29 Cr 
3 Bhk Apartment For Sale In Pal Road Surat,Super Area,1812 sqft,Resale,Ready To Move,6 Out Of 13,Unfurnished,East,Galaxy. Circle. Pal. Main. Road. Touch. Project,5519.0,₹1 Cr 
3 Bhk Apartment For Sale In Adajan Surat,Super Area,2270 sqft,New Property,Poss. By Mar '25,6 Out Of 13,Unfurnished,South -West,Not Available,5850.0,₹1.32 Cr 
4 Bhk  House For Sale In Jahangirabad Surat,Carpet Area,2800 sqft,New Property,Poss. By Aug '25,Ground Out Of 3,Unfurnished,East,4 Bhk Row House For Sell In Jahangirabad Area.,3500.0,₹1.05 Cr 
3 Bhk Apartment For Sale In Vip Surat,Carpet Area,1250 sqft,New Property,Ready To Move,7 Out Of 12,Unfurnished,East,150 Sf. Main Road Touch Building,5600.0,₹1.40 Cr 
Plot/Land For Sale In Bhatar Surat,Plot Area,900 sqft,Resale,180 X 45,Freehold,3,2,Vishal Nagar Society,13889.0,₹1.25 Cr 
4 Bhk Apartment For Sale In Pal Surat,Super Area,2781 sqft,New Property,Poss. By Feb '25,4 Out Of 13,Unfurnished,East,Luxurious Flat For Sell In Surat Prime Location With All Aminities.Read More,4279.0,₹1.19 Cr 
4 Bhk  House For Sale In Jahangirabad Surat,Super Area,144 sqyrd,New Property,Ready To Move,3 Out Of 3,Unfurnished,East,",.",8102.0,₹1.05 Cr 
3 Bhk  House For Sale In Adajan Surat,Carpet Area,2000 sqft,Resale,Ready To Move,1 Out Of 2,Furnished,East,"Its A 3 Bhk Row House With Furniture In Prime Locality Of Adajan, Nr. Metro Station  With Full Connectivity.Read More",16173.0,₹1.31 Cr 
3 Bhk Apartment For Sale In Shripal Residency Surat,Carpet Area,1462 sqft,Resale,Ready To Move,6 Out Of 11,Unfurnished,North - East,Specious 3 Bhk Flat For Sell In City Light,6292.0,₹1.40 Cr 
3 Bhk Villa For Sale In Palanpur Surat,Super Area,85 sqyrd,Semi-Furnished,Ready To Move,Resale,East,"Garden/Park, Main Road",3 Bhk Luxurious Row House For Sale In Aplanpur Area With Fully Furnished Ground Plu S 2 Constructionread More,17647.0,₹1.35 Cr 
"3 Bhk Apartment For Sale In Atmosphere Green, Vesu Surat",Super Area,2450 sqft,New Property,Poss. By Dec '26,5 Out Of 12,Unfurnished,East,"The Beautifully Designed Granite Flooring Enhances The Beauty Of The Flat. Moreover, This Property Offers Close Proximity To Important Landmarks Such As Close To Mall, , And Close To School. Many Of The Modern Amenities Being Offered, Like Swimming Pool, Cctv Surveillance, Club House  Community Center, Fitness Centre  Gym, Park, Lifts, Maintenance Staff And Visitor Parking, Will Provide A Pleasant Living Experience For You. This Residential Project Ensures A 247 Water Supply For Its Residents.Read More",5800.0,₹1.42 Cr 
3 Bhk Villa For Sale In Choksi Wadi Surat,Super Area,114 sqyrd,Semi-Furnished,Ready To Move,Resale,West,Main Road,2 Road Corner Property,12671.0,₹1.30 Cr 
"3 Bhk Apartment For Sale In Vesu Point, Vesu Surat",Carpet Area,1200 sqft,New Property,Ready To Move,8 Out Of 14,Unfurnished,East,"Property Is Available In Prime Location. Road Touch Property. All Basic Requirement Like Market, Malls, Schools, Hospitals, Airport, Cinemas Etc, Are Available Near By The Project. This Will Become Your Right Choice.Read More",5550.0,₹1.19 Cr 
Plot/Land For Sale In Jahangir Pura Surat,Plot Area,1170 sqft,Resale,31 X 41,Freehold,1,"Garden/Park, Main Road","Fabulous Residential Plots Are Nestled In A Serene Natural Setting With  Surrounded By Lush Green Farms. The Air Is Crisp, And The Sounds Of Birdsong Create A Peaceful Ambiance.  The Plot Is Part Of A Gated Community With 247 Security. Surveillance Cameras And Vigilant Guards Ensure A Safe Environment For All Residents. While The Plot Is Immersed In Nature, Its Conveniently Close To Urban Amenities. Shopping Centers, Schools, Hospitals, Restaurants And Airport Are Just A Short Drive Away.Read More",9556.0,₹1.11 Cr 
5 Bhk Villa For Sale In Althan Surat,Carpet Area,3000 sqft,Unfurnished,Poss. By Jul '25,New Property,East,"Garden/Park, Main Road",Each For 2 Flats Only,4697.5,₹1.47 Cr 
"4 Bhk Apartment For Sale In Pratishtha Heights, Palanpur Surat",Super Area,2875 sqft,New Property,Poss. By Mar '25,5 Out Of 13,Unfurnished,South -West,3 And 4 Bhk Luxurious Flat For Sell In Gaurav Path Road With All Aminities.Read More,3751.0,₹1.07 Cr 
"3 Bhk Apartment For Sale In Swapnabhoomi, Vesu Surat",Super Area,2152 sqft,Resale,Ready To Move,9 Out Of 13,Unfurnished,East,"Multistorey Apartment Is Available For Sale. It Has Covered Area 2152 Sq-Ft, It Is 3 Bhk Apartment. Please Contact For More Details.Read More",4698.0,₹1.01 Cr 
4 Bhk Villa For Sale In Dindoli Surat,Carpet Area,3100 sqft,Unfurnished,Ready To Move,New Property,North - East,"Garden/Park, Main Road",On 150 Ft Main Road 21X47,4697.5,₹1.25 Cr 
"Shop For Sale In Shivalik, Dabholi Surat",Super Area,1423 sqft,Resale,Ready To Move,1 Out Of 3,2 Open,Unknown,Not Available,10541.0,₹1.50 Cr 
"3 Bhk Apartment For Sale In Sumeru Golden Leaf, Pal Gam Surat",Carpet Area,1130 sqft,New Property,Poss. By Feb '25,5 Out Of 13,Unfurnished,East,3Bhk Luxurious Flats,5891.0,₹1.21 Cr 
"3 Bhk Apartment For Sale In Surya Darshan, Citylight Area Surat",Super Area,2400 sqft,Resale,Ready To Move,3 Out Of 12,Furnished,Garden/Park,"Ready To Move, Well Furnished 3 Bhk Apartment In Prime City Light Arearead More",5208.0,₹1.25 Cr 
"3 Bhk Apartment For Sale In Shreepad Infinia, Pal Gam Surat",Super Area,2117 sqft,Resale,Ready To Move,7 Out Of 13,Unfurnished,Shreepad Infinia,Multistorey Apartment Is Available For Sale. It Is A Good Location Property. Please Contact For More Details.Read More,5900.0,₹1.24 Cr 
3 Bhk Apartment For Sale In Ghod Dod Road Surat,Carpet Area,1000 sqft,Resale,Ready To Move,4 Out Of 4,Unfurnished,North - East,"Nestled In The Heart Of Ghod Dod Road, Surat, This Fully Furnished 3 Bhk Flat For Sale Is A Delightful Opportunity For Those Seeking A Comfortable And Well-Appointed Residence. Spanning A Generous Super Area Of 1700 Square Feet, With A Carpet Area Of 1285 Square Feet, This Flat Is Located On The Fourth Floor Of A Four-Story Building And Offers Stunning Vaastu-Compliant South-East Facing Views.::::::Property Specifications And Facilities::::::The Flat Is Thoughtfully Designed And Ready For Immediate Occupancy, Offering Three Spacious Bedrooms And Two Well-Appointed Bathrooms. One Bathroom Is Attached To The Master Bedroom, While The Other Serves As A Common Facility, Both Featuring Modern Western Fixtures And Equipped With Geysers For Your Comfort.::::::The Property Also Boasts A Separate Living And Dining Area, A Puja Room, And A Convenient Store Room. The Modular Kitchen Comes Complete With Cabinets, A Granite Platform, A Sink, And A Piped Gas Connection, And There Is A Utility Area Attached For Added Convenience. The Flooring Throughout The Flat Is Done In Elegant Vitrified Tiles.::::::Facilities Within The Building Include One Covered Parking Space, Round-The-Clock Water Supply, A 100% Power Backup, The Security Of A Dedicated Guard, And The Added Assurance Of Cctv Surveillance. The Building Is Also Equipped With A Lift For Your Convenience.::::::Locality::::::Located Near The Well-Known Jalaram Dairy, This Property Is Strategically Positioned With Schools, Hospitals, And Malls/Supermarkets All Within A 2-Kilometer Radius, Making Everyday Life Exceptionally Convenient. Public Transportation Options Are Readily Available, As Are Banks And Atms. For Those Who Rely On The Railway, Surat Station Is Just 7 Kilometers Away, Ensuring Excellent Connectivity To The Rest Of The City.Read More",7143.0,₹1.25 Cr 
"3 Bhk Apartment For Sale In Pioneer Viona, Bhimrad Surat",Carpet Area,2250 sqft,Resale,Poss. By Jun '25,5 Out Of 13,Unfurnished,East,"Welcome To A Luxurious Offering In Pioneer Viona, Located In The Vibrant Neighborhood Of Bhimrad, Surat. This Under-Construction Property Promises A Blend Of Contemporary Design And Convenience, With Possession Slated For May 2025. Property Specificationsspanning Across A Generous Super Area Of 2250 Sqft, This 3 Bhk Flat Is Situated On The 5Th Floor Of A Meticulously Crafted 13-Floor Edifice. Being Unfurnished, It Provides A Blank Canvas For You To Shape Your Dream Abode According To Your Preferences. The Accommodation Comprises Three Bedrooms And Three Bathrooms, With Two Attached To Respective Bedrooms And One Being Common. Two Bathrooms Boast Western-Style Fittings, While One Is Indian Style All Bathrooms Are Provisioned For Hassle-Free Geyser Installations.The Living Space Seamlessly Integrates With The Dining Area, Creating An Inviting Atmosphere For Gatherings And Relaxation. Additionally, Two Balconies Offer Picturesque Views Of The Garden And The Bustling Streets Below, Amplifying The Sense Of Serenity And Connectivity.The Kitchen Comes Equipped With A Piped Gas Connection, Ensuring A Safe And Convenient Cooking Experience. A Utility Area Attached To The Kitchen Enhances Functionality, Providing Space For Laundry And Storage. The Flooring, Adorned With Vitrified Tiles, Exudes Sophistication While Offering Durability And Easy Maintenance. Furthermore, The Property Is Vaastu Compliant, With An Auspicious East-Facing Orientation.Facilitiesthis Property Is Synonymous With Comfort And Security, Offering A Range Of Facilities To Cater To Your Needs. Two Covered Parking Spaces Ensure The Safety Of Your Vehicles. With 24-Hour Water Supply Available From Both Borewell And Corporation Sources, You Dont Have To Worry About Water Scarcity. Moreover, The Property Boasts 100 Power Backup, A Dedicated Security Guard, And Strategically Installed Cctvs For Round-The-Clock Surveillance. The Two Lifts Provide Convenient Access To Different Floors, Enhancing Accessibility For Residents.Localityconvenience Meets Connectivity In The Vibrant Neighborhood Surrounding Pioneer Viona. Situated Near The Althan Bhimrad Canal Road And In Close Proximity To The Metro Station, Commuting Is A Breeze With Ample Public Transport Options, Including Buses And Autos. For Those Traveling Further Afield, The Railway Station And Airport Are Conveniently Located Nearby.Within A 1 Km Radius, Youll Find Esteemed Educational Institutions And Top-Tier Medical Facilities, Ensuring Quality Education And Healthcare For Your Family. Retail Therapy Is Just A Stones Throw Away With Malls, Supermarkets, Banks, And Atms All Within Easy Reach.Read More",9583.0,₹1.15 Cr 
3 Bhk Apartment For Sale In Pal Surat,Carpet Area,1209 sqft,New Property,Poss. By Oct '24,5 Out Of 12,Unfurnished,East,Not Available,4775.0,₹1.05 Cr 
"3 Bhk Penthouse For Sale In Sattvam, Pal Surat",Super Area,2050 sqft,New Property,Poss. By Jul '24,13 Out Of 13,Unfurnished,East,Luxurious Property For Sell In Surat Prime Area With All Luxurious Aminities.Read More,4976.0,₹1.02 Cr 
3 Bhk Apartment For Sale In Althan Surat,Carpet Area,1237 sqft,New Property,Poss. By Apr '26,9 Out Of 10,Unfurnished,East,Roman Type Theme,5151.0,₹1.15 Cr 
"3 Bhk Apartment For Sale In Piramyd Serenity, Palanpur Surat",Super Area,2400 sqft,New Property,Poss. By Jun '25,7 Out Of 13,Unfurnished,East,"Descriptionthis 3 Bhk Apartment Enjoys A Prime Location At A Tworoad Corner, With One Being The Premium Gaurav Path Road And The Other A Wide 200Foot Canal Road. This Unique Positioning Offers Excellent Accessibility And Scenic Views.Read More",4351.0,₹1.04 Cr 
"3 Bhk Apartment For Sale In Om Solitaire, Vesu Surat",Super Area,2246 sqft,New Property,Poss. By Jan '25,7 Out Of 12,Unfurnished,East,Not Available,5000.0,₹1.12 Cr 
3 Bhk Apartment For Sale In Dumas Road Surat,Super Area,2600 sqft,New Property,Poss. By Dec '24,6 Out Of 12,Unfurnished,South -West,3 Bhk Luxurious Flat For Sell In Dumas Roadarea With All Aminities.Read More,4500.0,₹1.17 Cr 
3 Bhk Apartment For Sale In Pal Surat,Super Area,2270 sqft,New Property,Poss. By May '26,5 Out Of 20,Unfurnished,South -West,Luxurious Flat For Sell In Pal Area.,5947.0,₹1.35 Cr 
"3 Bhk Apartment For Sale In Sangini Aura, Pal Surat",Super Area,2360 sqft,New Property,Poss. By Dec '24,7 Out Of 13,Unfurnished,East,Luxurious Flat For Sell In Surat City Prime Area With All Aminitiesread More,5500.0,₹1.29 Cr 
"4 Bhk Apartment For Sale In Shaligram Felicity, Pal Surat",Super Area,2870 sqft,New Property,Poss. By Dec '24,7 Out Of 13,Unfurnished,East,"This 4 Bhk Apartment Is Available For Sale In Shaligram Felicity, One Of The Most Prominent Projects For Flats In Pal, Surat. The Flat Is Facing The East Direction. The Flat Is Over 2870 Sq.Ft. Super Built Up Area And Comes With 4 Bedrooms, 4 Bathrooms And 1 Balcony. The Residential Building Has 13 Floors In Total And The Flat For Sale Is Located On The 5Th Floor. The Flat Is Currently Under Construction Stage And You Can Expect To Get The Possession Of The Property By December 2024.Read More",4851.0,₹1.39 Cr 
3 Bhk Apartment For Sale In Vesu Surat,Super Area,2432 sqft,New Property,Poss. By Jul '24,9 Out Of 13,Unfurnished,South -West,"Spacious And Luxurious 3 And 4Bhk Flats,Best Locationvery Easy Payment Scheduleread More",6111.0,₹1.48 Cr 
3 Bhk Apartment For Sale In Vip Road Surat,Super Area,2400 sqft,New Property,Ready To Move,7 Out Of 13,Unfurnished,South -West,"3 Bhk Flat For Sale In Vip Road, Surat Near By Airport And Diamond Bourse.Read More",5208.0,₹1.25 Cr 
3 Bhk Builder Floor For Sale In Adajan Surat,Carpet Area,1440 sqft,Unfurnished,Poss. By Aug '24,New Property,East,Main Road,Corner Plot 2 Side Road Touch Project,4351.0,₹1.04 Cr 
"3 Bhk Apartment For Sale In Shukan Lifestyle, Pal Surat",Super Area,2034 sqft,New Property,Ready To Move,9 Out Of 12,Unfurnished,East,3 Bhk Luxurious Flat For Sell In Pal Area With All Aminities,5454.0,₹1.10 Cr 
"3 Bhk Apartment For Sale In Rajhans Synfonia, Vesu Surat",Super Area,2260 sqft,New Property,Ready To Move,8 Out Of 13,Unfurnished,East,"A Distinguished Singaporeanindian Architectural Par Excellence For The First Time In Crme De La Crme Of Vesu, Rajhans Synfonia Is Surats One Of The Finest And Best Located Luxury Homes. An Embodiment Of Luxury Living, It Is The Ultimate Unison Of Peace And Elegance. These Beautiful 23Bhk Homes Promise To Break The Gap Between Luxury And Unaffordability. Come, Its Time To Harmonize Luxury With Life.Now You Can Revel In A Whole New Category Of Luxury Living Which Connects Us To What Matters The Most.Read More",5752.0,₹1.30 Cr 
3 Bhk Apartment For Sale In Vesu Surat,Super Area,2358 sqft,New Property,Poss. By Mar '25,5 Out Of 13,Unfurnished,South -West,"Most Developing Location Of Vesu And Well Connected With Highway And International Airport, Project With All Modern Amenities Like Reflexology Pathway, Guest Rooms, Library And Coworking Space, Stepped  Water Feature With Water Curtain And Many More Such Aminities.Read More",5454.0,₹1.28 Cr 
3 Bhk Apartment For Sale In Vesu Surat,Carpet Area,1898 sqft,New Property,Poss. By Sep '25,9 Out Of 10,Unfurnished,North,Best Apartment Flat 3  4 Bhk In Surat,5151.0,₹1.28 Cr 
4 Bhk Apartment For Sale In Althan Surat,Super Area,2920 sqft,New Property,Poss. By Sep '25,1 Out Of 10,Unfurnished,East,"Unison Antriksh Is A Premium Upcoming 3Bhk And 4Bhk Residential Project In Althan. It Has Specious 4 Bedrooms With Vesti And Deck Balcony With Park View. This East Facing Apartment Is Definition Of Luxury. It Also Has Amenities Like Landscape Lawn, Jogging Track, Fully Equipped Gym With Sauna And Steam And Indoor Games. It Also Has Terrace Amenities Like Deck Gazebo, Artificial Lawn And Yoga Deck.Read More",5034.0,₹1.47 Cr 
"3 Bhk Apartment For Sale In Glorina World, Vesu Surat",Super Area,2560 sqft,New Property,Ready To Move,4 Out Of 13,Unfurnished,East,This Affordable Luxury In Vesu Likely With 3 And 4 Bhk Flats With Beautifull Location And Area In Vesu....Furturistic Probably High Returns.....Read More,5550.0,₹1.42 Cr 
"3 Bhk Apartment For Sale In Sky Superia, Vip Road Surat",Super Area,2400 sqft,Resale,Ready To Move,15 Out Of 18,Unfurnished,North,Vesu Near Shyam Mandir  Vesu Vip Road Vesu,5625.0,₹1.35 Cr 
4 Bhk Apartment For Sale In Pal Surat,Super Area,2565 sqft,Resale,Ready To Move,5 Out Of 13,Semi-Furnished,East,"4 Bhk For Sell In Pal Area With All Aminities ,",5341.0,₹1.37 Cr 
"3 Bhk Apartment For Sale In Shukan Lifestyle, Pal Surat",Super Area,2034 sqft,New Property,Poss. By Sep '24,6 Out Of 13,Unfurnished,East,Not Available,5408.0,₹1.10 Cr 
4 Bhk  House For Sale In Pal Surat,Carpet Area,2000 sqft,Resale,Ready To Move,Ground Out Of 2,Unfurnished,East,4 Bhk Residential House For Sale In Pal Surat,5640.0,₹1.41 Cr 
3 Bhk Apartment For Sale In Vesu Surat,Super Area,2041 sqft,Resale,Ready To Move,1 Out Of 12,Furnished,East,Nandanvan 3,5145.0,₹1.05 Cr 
3 Bhk Villa For Sale In Jahangir Pura Surat,Super Area,140 sqyrd,Furnished,Ready To Move,Resale,South -West,"Garden/Park, Main Road",3 Bhk Luxurious Row House For Sell In Jahangirpura Area,9921.0,₹1.25 Cr 
4 Bhk  House For Sale In Jahangir Pura Surat,Super Area,88 sqyrd,Unfurnished,Ready To Move,Resale,East,"Pool, Garden/Park, Main Road",Not Available,14015.0,₹1.11 Cr 
5 Bhk  House For Sale In Jahangirabad Surat,Carpet Area,2500 sqft,New Property,Ready To Move,1 Out Of 2,Unfurnished,East,Its A 4 Bhk Row House With 3 Car Parking And Corner Of The Society.Read More,4833.0,₹1.45 Cr 
3 Bhk Apartment For Sale In Murti Apparment Surat,Carpet Area,1300 sqft,Resale,Ready To Move,6 Out Of 12,Unfurnished,North - East,Specious 3 Bhk Flat For Sell In City Light,6500.0,₹1.30 Cr 
3 Bhk Villa For Sale In Pal Surat,Super Area,90 sqyrd,Furnished,Ready To Move,Resale,East,"Garden/Park, Main Road",3 Bhk Row House For Sale In Pal Area,13580.0,₹1.10 Cr 
"3 Bhk Apartment For Sale In Swapnabhoomi, Vesu Surat",Super Area,1962 sqft,New Property,Ready To Move,5 Out Of 13,Unfurnished,East,"The Beautifully Designed Granite Flooring Enhances The Beauty Of The Flat. Moreover, This Property Offers Close Proximity To Important Landmarks Such As Close To Mall, , And Close To School. Many Of The Modern Amenities Being Offered, Like Swimming Pool, Cctv Surveillance, Club House  Community Center, Fitness Centre  Gym, Park, Lifts, Maintenance Staff And Visitor Parking, Will Provide A Pleasant Living Experience For You. This Residential Project Ensures A 247 Water Supply For Its Residents.Read More",5200.0,₹1.02 Cr 
4 Bhk Villa For Sale In Adajan Gam Surat,Super Area,150 sqyrd,Unfurnished,Ready To Move,Resale,West,Main Road,Center Area In Adajan,9630.0,₹1.30 Cr 
"3 Bhk Apartment For Sale In Vesu Point, Vesu Surat",Carpet Area,1100 sqft,New Property,Ready To Move,3 Out Of 14,Furnished,East,"Property Is Available In Prime Location. Road Touch Property. All Basic Requirement Like Market, Malls, Schools, Hospitals, Airport, Cinemas Etc, Are Available Near By The Project. This Will Become Your Right Choice.Read More",6900.0,₹1.35 Cr 
3 Bhk Apartment For Sale In Vesu Surat,Super Area,2160 sqft,New Property,Poss. By Sep '24,9 Out Of 12,Unfurnished,East,3 Bhk Lucxurious Flat For Sale In Shivalik Celebration Vesu Surat Nera Surat Airport And Surat Diamond Bourse.Read More,5200.0,₹1.12 Cr 
"4 Bhk Apartment For Sale In Veer Swastik Sky, Pal Surat",Super Area,2911 sqft,New Property,Poss. By Apr '25,7 Out Of 13,Unfurnished,East,3 And 4 Bhk Luxurious Flat For Sell In Pal Prime Location With All Aminities .Read More,4575.0,₹1.33 Cr 
"3 Bhk Apartment For Sale In Shukan Lifestyle, Pal Surat",Super Area,2034 sqft,New Property,Ready To Move,5 Out Of 13,Furnished,East,3Bhk Luxurious Flats,5064.0,₹1.03 Cr 
